@relation MarketData

@attribute open numeric
@attribute high numeric
@attribute low numeric
@attribute close numeric
@attribute volume numeric
@attribute class {HOLD,BUY,SELL}

@data
0.028932,0.018153,0.084964,0.063946,-1.12591,HOLD
0.064293,0.063362,0.130927,0.103767,-0.332313,HOLD
0.104958,0.124845,0.169953,0.13297,-0.164217,HOLD
0.136784,0.121229,0.194235,0.170136,-0.658782,HOLD
0.175681,0.127558,0.237597,0.194914,-0.646626,HOLD
0.196014,0.138408,0.22719,0.166596,-0.630998,HOLD
0.169493,0.105858,0.163882,0.150668,0.190384,HOLD
0.150044,0.087774,0.154343,0.136509,-0.207283,HOLD
0.136784,0.07602,0.127458,0.067486,0.001102,HOLD
0.071365,0.085966,0.096238,0.039168,0.094875,HOLD
0.041308,-0.020726,-0.081545,-0.060827,-0.019042,HOLD
-0.055935,-0.094869,-0.049458,-0.026316,-0.110384,HOLD
-0.02853,-0.051468,0.025992,-0.022776,0.157737,HOLD
-0.020574,-0.000835,-0.035582,0.053327,0.644662,HOLD
0.056337,0.010016,0.020788,-0.045784,0.885346,HOLD
-0.043559,-0.105719,-0.131845,-0.212148,0.665153,HOLD
-0.209757,-0.223261,-0.307026,-0.313029,0.526578,HOLD
-0.312305,-0.371545,-0.363396,-0.30064,-0.161438,HOLD
-0.297276,-0.347133,-0.408493,-0.486473,-0.068012,HOLD
-0.484691,-0.446592,-0.445784,-0.390902,-0.393439,HOLD
-0.391867,-0.416754,-0.334778,-0.390902,-0.499021,HOLD
-0.389215,-0.433029,-0.388546,-0.357275,-0.430949,HOLD
-0.282247,-0.331762,-0.314831,-0.381168,-1.218294,HOLD
-0.363578,-0.451113,-0.390281,-0.459041,-1.027275,HOLD
-0.455518,-0.465579,-0.392015,-0.383823,-1.109587,HOLD
-0.382143,-0.329953,-0.350388,-0.30772,-0.205199,HOLD
-0.303464,-0.342612,-0.272337,-0.340462,-0.246876,HOLD
-0.338825,-0.41585,-0.3183,-0.378513,-0.662603,HOLD
-0.375955,-0.45925,-0.348653,-0.427184,-0.684136,HOLD
-0.425461,-0.461963,-0.366865,-0.386477,-0.751166,HOLD
-0.384795,-0.449304,-0.347786,-0.394442,-0.362529,HOLD
-0.388331,-0.350749,-0.307026,-0.319224,-0.5275,HOLD
-0.316725,-0.208794,-0.24632,-0.169672,-0.049258,HOLD
-0.169091,-0.044235,-0.132712,-0.114807,0.74295,HOLD
-0.110745,-0.129227,-0.119703,-0.186486,0.002838,HOLD
-0.186772,-0.212411,-0.171738,-0.213033,-0.218744,HOLD
-0.211525,-0.195232,-0.142252,-0.19799,0.065006,HOLD
-0.199148,-0.012589,-0.162198,-0.036935,1.883854,HOLD
-0.032951,-0.04966,-0.050325,-0.038705,1.608092,HOLD
-0.036487,0.164629,-0.00176,0.117926,1.552176,HOLD
0.119103,0.076924,0.129193,0.120581,0.649872,HOLD
0.119987,0.116708,0.151741,0.115271,-0.179151,HOLD
0.113799,0.073308,0.136131,0.101112,-0.368781,HOLD
0.10319,0.027195,-0.029511,-0.052863,-0.128097,HOLD
-0.050631,-0.01078,0.004311,0.01616,-0.453176,HOLD
0.016555,0.010016,0.087566,0.072795,-0.944616,HOLD
0.071365,0.040757,0.067619,0.01793,-1.087707,HOLD
0.020091,-0.00626,0.095371,0.048017,-1.292618,HOLD
0.046612,-0.011685,0.082362,0.005541,-1.072078,HOLD
0.007715,0.00007,0.063283,0.042708,-0.367739,HOLD
0.04396,-0.002643,0.091902,0.048902,-0.124971,HOLD
0.051917,-0.013493,0.095371,0.039168,-0.614327,HOLD
0.043076,0.033524,0.105777,0.079874,-0.857095,HOLD
0.087278,0.015441,0.126591,0.085184,-0.723381,HOLD
0.089046,0.113091,0.163015,0.151553,-0.57647,HOLD
0.158884,0.205317,0.231526,0.205533,-0.405942,HOLD
0.209274,0.246005,0.197704,0.264822,0.114324,HOLD
0.265852,0.318338,0.305241,0.332076,-0.127749,HOLD
0.336575,0.332805,0.353806,0.313493,-0.502841,HOLD
0.317126,0.253238,0.311312,0.318802,-0.583416,HOLD
0.324198,0.359026,0.365948,0.419683,-0.248612,HOLD
0.422326,0.357218,0.3434,0.29314,1.25106,HOLD
0.295909,0.228825,0.164749,0.191374,2.00055,HOLD
0.200434,0.129366,0.022523,-0.000653,2.232203,HOLD
0.000643,0.03262,0.072823,0.031204,1.006903,HOLD
0.0307,0.050703,0.052009,0.109962,0.041389,HOLD
0.111147,0.050703,0.085831,0.02147,-0.402122,HOLD
0.024512,0.027195,0.084964,0.07545,-0.551464,HOLD
0.080206,0.064266,0.109246,0.13297,-0.295151,HOLD
0.133247,0.062458,0.137865,0.071025,-0.389966,HOLD
0.075785,0.042566,0.045071,0.078105,-1.323528,HOLD
0.081974,0.105858,0.154343,0.168366,-1.144665,HOLD
0.171261,0.156492,0.219385,0.177215,-0.563967,HOLD
0.179217,0.10857,0.182961,0.12766,-0.608423,HOLD
0.131479,0.090487,0.136998,0.07191,-0.788675,HOLD
0.073133,0.010016,0.091902,0.037398,-0.735884,HOLD
0.03954,-0.009876,0.081495,0.049787,-0.8887,HOLD
0.052801,-0.014397,0.09884,0.049787,-0.997754,HOLD
0.050148,0.066074,0.093636,0.025894,-0.722339,HOLD
0.028048,0.052512,0.081495,0.078105,-0.632387,HOLD
0.071365,0.059745,0.015585,0.040938,-0.411499,HOLD
0.044844,0.099529,0.116184,0.117041,-0.40629,HOLD
0.119103,0.083254,0.156077,0.120581,-0.637249,HOLD
0.122639,0.138408,0.18036,0.184295,-0.78416,HOLD
0.186289,0.239675,0.244535,0.234735,-0.462554,HOLD
0.235795,0.279459,0.305241,0.327651,-0.672327,HOLD
0.325966,0.458485,0.395434,0.432072,-0.525763,HOLD
0.435586,0.521777,0.443999,0.375437,0.017078,HOLD
0.375472,0.383439,0.438795,0.389596,-0.80743,HOLD
0.391385,0.34908,0.393699,0.355084,-1.152653,HOLD
0.356023,0.317434,0.409309,0.378977,-1.462798,HOLD
0.379892,0.328284,0.436194,0.375437,-1.417301,HOLD
0.378124,0.32738,0.443999,0.390481,-1.464535,HOLD
0.394037,0.359026,0.461344,0.412604,-1.42772,HOLD
0.410833,0.402427,0.389363,0.393135,-1.2433,HOLD
0.396689,0.363547,0.449202,0.378977,-1.413133,HOLD
0.37724,0.331901,0.395434,0.34004,-1.102293,HOLD
0.340111,0.384343,0.409309,0.444461,-0.284038,HOLD
0.444427,0.404235,0.478688,0.423223,-0.170121,HOLD
0.424094,0.43136,0.480423,0.463929,-0.244445,HOLD
0.465643,0.406043,0.44053,0.375437,-0.335786,HOLD
0.37724,0.328284,0.421451,0.373667,-0.434074,HOLD
0.37282,0.321051,0.339931,0.306413,-0.331271,HOLD
0.310054,0.274034,0.187297,0.230311,-0.174289,HOLD
0.228723,0.46391,0.288764,0.416143,0.166073,HOLD
0.417906,0.362643,0.372018,0.336501,0.35084,HOLD
0.340111,0.299351,0.258411,0.23916,-0.085378,HOLD
0.247288,0.241484,0.26795,0.201993,-0.079821,HOLD
0.202202,0.24058,0.244535,0.29137,-0.377116,HOLD
0.293257,0.328284,0.270552,0.196684,0.939873,HOLD
0.202202,0.131175,-0.095421,-0.120117,1.542451,HOLD
-0.119586,-0.116569,-0.192551,-0.185601,3.81002,HOLD
-0.182352,-0.131035,-0.1145,-0.075871,0.961406,HOLD
-0.071848,-0.091252,-0.057263,-0.033395,-0.36114,HOLD
-0.031182,-0.102102,-0.012166,-0.079411,-0.385799,HOLD
-0.076268,-0.129227,-0.045989,-0.078526,-0.444841,HOLD
-0.077152,-0.062318,-0.018237,-0.029855,-0.420182,HOLD
-0.025878,-0.013493,0.045071,0.01616,-0.783813,HOLD
-0.008198,-0.073168,0.036399,-0.013927,-1.188426,HOLD
-0.004661,-0.054181,0.028594,-0.022776,-1.082844,HOLD
-0.018806,-0.092156,-0.005229,-0.042244,-0.59974,HOLD
-0.042675,-0.106623,-0.202958,-0.278517,0.632854,HOLD
-0.275175,-0.188903,-0.218568,-0.19799,0.35987,HOLD
-0.19738,-0.234111,-0.165667,-0.205069,-0.215271,HOLD
-0.201801,-0.242249,-0.161331,-0.19799,-0.573345,HOLD
-0.199148,-0.199753,-0.12404,-0.171442,-0.603908,HOLD
-0.170859,-0.252195,-0.206427,-0.259934,0.136551,HOLD
-0.261031,-0.24677,-0.214232,-0.274093,0.143498,HOLD
-0.271639,-0.276607,-0.260195,-0.276747,0.052156,HOLD
-0.273407,-0.190711,-0.204692,-0.125426,-0.164564,HOLD
-0.123122,-0.051468,-0.07374,-0.066137,-0.583764,HOLD
-0.066544,-0.07136,-0.100624,-0.056403,-0.629608,HOLD
-0.054167,-0.046043,0.003444,0.009966,-0.298277,HOLD
0.013019,0.152875,0.058947,0.170136,0.145581,HOLD
0.170377,0.178192,0.190766,0.231195,0.426206,HOLD
0.232259,0.1583,0.078893,0.056867,3.041082,HOLD
0.058989,0.069691,0.03293,-0.024546,0.588051,HOLD
-0.02411,-0.042427,-0.000025,0.011736,-0.396218,HOLD
0.013019,-0.06051,-0.072873,-0.131621,-0.358709,HOLD
-0.130194,-0.145502,-0.086749,-0.165248,-0.569871,HOLD
-0.162019,-0.183477,-0.107562,-0.171442,-0.677884,HOLD
-0.170859,-0.221453,-0.128376,-0.174982,-0.716782,HOLD
-0.151411,-0.176244,-0.137048,-0.103304,-0.786591,HOLD
-0.153179,-0.23592,-0.163065,-0.229847,-1.310331,HOLD
-0.230974,-0.299212,-0.220303,-0.25374,-0.715741,HOLD
-0.25219,-0.217836,-0.173472,-0.167903,-0.037449,HOLD
-0.165555,-0.156352,-0.123172,-0.124542,-0.347942,HOLD
-0.121354,-0.145502,-0.065935,-0.08649,-0.712962,HOLD
-0.084224,-0.159065,-0.093686,-0.150204,-0.683788,HOLD
-0.146991,-0.219644,-0.119703,-0.167903,-0.593836,HOLD
-0.165555,-0.242249,-0.134446,-0.203299,-0.47714,HOLD
-0.206221,-0.26847,-0.230709,-0.290021,0.573117,HOLD
-0.28932,-0.206986,-0.234178,-0.173212,0.033401,HOLD
-0.170859,-0.116569,-0.100624,-0.055518,-0.416362,HOLD
-0.054167,-0.088539,-0.060732,-0.095339,-0.314253,HOLD
-0.093065,-0.131035,-0.043387,-0.067022,-0.534793,HOLD
-0.064776,-0.103006,-0.055528,-0.117462,-0.171163,HOLD
-0.114281,-0.141886,-0.224639,-0.122772,2.21067,HOLD
-0.117818,-0.079498,-0.085014,-0.120117,2.050562,HOLD
-0.121354,0.129366,-0.044254,0.102882,2.129053,HOLD
0.10319,0.066978,-0.117969,-0.189141,0.291798,HOLD
-0.18854,-0.152736,-0.1145,-0.108613,-0.245486,HOLD
-0.107209,-0.180765,-0.175206,-0.128081,-0.441368,HOLD
-0.12489,-0.196136,-0.116235,-0.171442,-0.717477,HOLD
-0.172628,-0.239536,-0.183012,-0.219228,-0.128097,HOLD
-0.222133,-0.284745,-0.212498,-0.220113,-0.52229,HOLD
-0.215061,-0.228686,-0.173472,-0.177637,-1.282546,HOLD
-0.220365,-0.295595,-0.176074,-0.245775,-1.217252,HOLD
-0.239814,-0.310062,-0.194286,-0.275863,-1.00088,HOLD
-0.275175,-0.349845,-0.26193,-0.323648,-0.568135,HOLD
-0.324681,-0.368833,-0.299221,-0.30241,-0.756028,HOLD
-0.299928,-0.364312,-0.235913,-0.309489,-0.708794,HOLD
-0.305232,-0.375162,-0.298354,-0.374973,-0.860568,HOLD
-0.372419,-0.452017,-0.321769,-0.376743,-0.667118,HOLD
-0.373303,-0.461059,-0.44058,-0.46081,-0.238888,HOLD
-0.46259,-0.474621,-0.437111,-0.442227,-0.111426,HOLD
-0.438721,-0.50898,-0.548117,-0.439572,0.198719,HOLD
-0.439605,-0.51983,-0.612293,-0.673191,-0.295846,HOLD
-0.672105,-0.588547,-0.62877,-0.513021,-0.320505,HOLD
-0.513864,-0.534297,-0.483942,-0.539568,-0.645932,HOLD
-0.53508,-0.440263,-0.452721,-0.362584,-0.083294,HOLD
-0.359158,0.015441,-0.47527,-0.018351,3.803769,HOLD
-0.022342,0.006399,-0.095421,-0.166133,3.662067,HOLD
-0.163787,-0.234111,-0.544648,-0.544878,2.686134,HOLD
-0.538617,-0.454729,-0.749316,-0.723631,3.201538,HOLD
-0.722495,-0.719652,-0.68514,-0.716552,0.515811,HOLD
-0.711887,-0.698856,-0.65392,-0.663457,0.154264,HOLD
-0.660613,-0.735023,-0.659123,-0.712127,-0.556674,HOLD
-0.710119,-0.740448,-0.626168,-0.684695,-0.580291,HOLD
-0.679178,-0.725981,-0.625301,-0.690889,0.122659,HOLD
-0.696858,-0.791986,-0.607956,-0.699738,-1.522535,HOLD
-0.657077,-0.675348,-0.634841,-0.620981,-0.584806,HOLD
-0.617295,-0.636468,-0.535976,-0.582929,-0.025294,HOLD
-0.581934,-0.582218,-0.503021,-0.547532,-0.053078,HOLD
-0.543921,-0.442071,-0.463128,-0.391787,-0.285427,HOLD
-0.385679,-0.471909,-0.367733,-0.432493,-0.496242,HOLD
-0.428997,-0.473717,-0.367733,-0.436918,-0.583069,HOLD
-0.435185,-0.449304,-0.353857,-0.433378,-0.475057,HOLD
-0.430765,-0.510788,-0.418032,-0.467005,-0.296888,HOLD
-0.46701,-0.527063,-0.495216,-0.567001,-0.304529,HOLD
-0.566906,-0.51983,-0.49088,-0.513905,0.135857,HOLD
-0.512096,-0.472813,-0.486544,-0.418334,-0.077042,HOLD
-0.414852,-0.472813,-0.423236,-0.493552,-0.190265,HOLD
-0.494415,-0.494513,-0.430173,-0.41568,-0.449009,HOLD
-0.411316,-0.39415,-0.339114,-0.324533,-0.159702,HOLD
-0.322913,-0.36612,-0.324371,-0.389132,0.503655,HOLD
-0.384795,-0.382396,-0.342583,-0.392672,0.739824,HOLD
-0.391867,-0.461059,-0.524702,-0.594433,1.02149,HOLD
-0.594311,-0.570463,-0.570665,-0.491783,0.966616,HOLD
-0.489111,-0.425796,-0.41543,-0.350196,0.137593,HOLD
-0.349434,-0.414946,-0.37467,-0.454616,-0.272576,HOLD
-0.452866,-0.527063,-0.412829,-0.497092,-0.493811,HOLD
-0.494415,-0.516213,-0.427572,-0.437803,-0.526458,HOLD
-0.436069,-0.48728,-0.362529,-0.416564,-0.548686,HOLD
-0.436069,-0.449304,-0.355591,-0.383823,-1.412786,HOLD
-0.381259,-0.465579,-0.372936,-0.454616,-1.297133,HOLD
-0.448445,-0.469196,-0.3686,-0.409485,-1.139108,HOLD
-0.406012,-0.490896,-0.439713,-0.438687,-0.566051,HOLD
-0.437837,-0.486375,-0.37467,-0.428068,-0.47332,HOLD
-0.425461,-0.510788,-0.418899,-0.463465,-0.782424,HOLD
-0.461706,-0.532488,-0.404156,-0.451076,-0.727202,HOLD
-0.449329,-0.51983,-0.417165,-0.490898,-0.69386,HOLD
-0.487343,-0.554188,-0.431908,-0.507711,-0.359403,HOLD
-0.505907,-0.34442,-0.44058,-0.295331,-0.128444,HOLD
-0.28932,-0.324528,-0.286212,-0.359045,0.267834,HOLD
-0.356506,-0.398671,-0.39375,-0.459041,-0.045438,HOLD
-0.455518,-0.471004,-0.457058,-0.422759,-0.138169,HOLD
-0.41662,-0.471004,-0.379874,-0.422759,-0.273271,HOLD
-0.420156,-0.474621,-0.421501,-0.484703,-0.000635,HOLD
-0.482039,-0.545147,-0.695547,-0.748409,0.362301,HOLD
-0.749016,-0.734119,-0.707688,-0.690004,1.001347,HOLD
-0.687134,-0.765765,-0.775333,-0.728941,1.162844,HOLD
-0.724263,-0.81459,-0.7762,-0.865218,0.837418,HOLD
-0.860404,-0.823632,-0.830836,-0.73779,0.210181,HOLD
-0.739292,-0.774807,-0.66953,-0.728056,-0.568135,HOLD
-0.720727,-0.729598,-0.640911,-0.654607,-0.458733,HOLD
-0.650889,-0.711514,-0.579338,-0.62983,-0.232636,HOLD
-0.623484,-0.71061,-0.568931,-0.634254,-0.508745,HOLD
-0.630556,-0.660881,-0.616629,-0.62983,-1.29748,HOLD
-0.625252,-0.703377,-0.60362,-0.618326,-1.259971,HOLD
-0.614643,-0.694335,-0.581939,-0.668766,-1.051239,HOLD
-0.665917,-0.745873,-0.68514,-0.741329,-0.289942,HOLD
-0.73664,-0.774807,-0.781403,-0.795309,0.095222,HOLD
-0.79145,-0.850757,-0.765793,-0.783805,-0.45908,HOLD
-0.784377,-0.818207,-0.744979,-0.825397,-0.464637,HOLD
-0.821507,-0.911337,-0.858587,-0.914773,-0.329535,HOLD
-0.913446,-0.921283,-0.880268,-0.835131,0.173366,HOLD
-0.831231,-0.92942,-0.849915,-0.921853,-0.031893,HOLD
-0.916982,-0.834482,-0.828234,-0.763452,0.142456,HOLD
-0.759625,-0.826344,-0.730236,-0.769647,-0.115246,HOLD
-0.768465,-0.740448,-0.68514,-0.690004,-0.141642,HOLD
-0.68625,-0.73231,-0.657389,-0.643103,-0.367044,HOLD
-0.639396,-0.696144,-0.600151,-0.613901,0.120923,HOLD
-0.611107,-0.423987,-0.551586,-0.381168,3.579061,HOLD
-0.377723,-0.31187,-0.661725,-0.744869,2.909453,HOLD
-0.74548,-0.810973,-1.013822,-0.941321,2.480528,HOLD
-0.939083,-0.695239,-0.877666,-0.645758,1.532727,HOLD
-0.6447,-0.590355,-0.565462,-0.592663,0.266444,HOLD
-0.591658,-0.510788,-0.511693,-0.452846,-0.237846,HOLD
-0.451982,-0.471004,-0.408493,-0.404176,-0.36496,HOLD
-0.400708,-0.330858,-0.317433,-0.290906,0.035138,HOLD
-0.28932,-0.295595,-0.225506,-0.30241,0.052503,HOLD
-0.28932,-0.330858,-0.248054,-0.30595,-1.317971,HOLD
-0.29816,-0.364312,-0.259328,-0.286482,-1.375277,HOLD
-0.286668,-0.324528,-0.214232,-0.286482,-0.955035,HOLD
-0.283131,-0.299212,-0.231577,-0.313029,-0.345511,HOLD
-0.310536,-0.378779,-0.324371,-0.381168,-0.170468,HOLD
-0.382143,-0.376066,-0.314831,-0.30418,-0.396218,HOLD
-0.301696,-0.295595,-0.235913,-0.215688,-0.810208,HOLD
-0.212409,-0.226878,-0.138783,-0.148434,-0.6178,HOLD
-0.144338,-0.185286,-0.112766,-0.162593,-0.561883,HOLD
-0.169975,-0.245865,-0.195153,-0.209494,-0.416709,HOLD
-0.210641,-0.10391,-0.148322,-0.068792,-0.07739,HOLD
-0.067428,-0.051468,-0.062466,-0.033395,-0.15866,HOLD
-0.025878,-0.004451,0.020788,0.051557,-0.460122,HOLD
0.051917,0.047087,0.03293,-0.044899,-0.547991,HOLD
-0.047095,-0.105719,-0.100624,-0.125426,-0.138516,HOLD
-0.123122,-0.07136,-0.17087,-0.14578,2.408288,HOLD
-0.14257,0.008207,-0.117969,-0.069677,1.98249,HOLD
-0.06124,0.163725,-0.019104,0.146243,1.002736,HOLD
0.145624,0.142025,0.082362,0.035629,0.815884,HOLD
0.036888,0.163725,0.108379,0.178985,0.134468,HOLD
0.181869,0.118516,0.154343,0.140049,0.31993,HOLD
0.142972,0.120325,0.159546,0.12589,0.335906,HOLD
0.128827,0.095008,0.153475,0.147128,0.707872,HOLD
0.15358,0.148354,0.193368,0.203763,0.345283,HOLD
0.241099,0.167342,0.238464,0.225001,-1.40966,HOLD
0.235795,0.179096,0.241933,0.189604,-1.172102,HOLD
0.191594,0.123037,0.154343,0.096688,-0.926209,HOLD
0.099654,0.100433,0.126591,0.157747,-0.493464,HOLD
0.158,0.100433,0.190766,0.12943,-0.366349,HOLD
0.131479,0.080541,0.126591,0.104652,-0.203115,HOLD
0.10319,0.089583,0.16128,0.147128,-0.385451,HOLD
0.152696,0.1149,0.171687,0.182525,-0.635513,HOLD
0.184521,0.142025,0.183829,0.12766,-0.405595,HOLD
0.127943,0.094104,0.078026,0.008196,0.050767,HOLD
0.005947,0.000974,0.029461,0.012621,-0.018695,HOLD
0.011251,-0.03881,-0.008697,-0.006847,0.071952,HOLD
-0.004661,-0.01711,-0.046856,-0.125426,0.187258,HOLD
-0.130194,-0.165394,-0.129243,-0.128966,-0.303487,HOLD
-0.126658,-0.199753,-0.291416,-0.293561,0.47344,HOLD
-0.291088,-0.351654,-0.284478,-0.350196,1.326773,HOLD
-0.342362,-0.295595,-0.3686,-0.277632,1.201743,HOLD
-0.264567,-0.047852,-0.244585,0.009081,1.608787,HOLD
0.011251,-0.047852,-0.01737,-0.077641,0.411272,HOLD
-0.073616,-0.123802,-0.092819,-0.137815,-0.01418,HOLD
-0.134614,-0.169011,-0.071138,-0.146665,-0.330577,HOLD
-0.143454,-0.208794,-0.128376,-0.19445,-0.360445,HOLD
-0.190308,-0.213315,-0.13965,-0.13693,-0.21145,HOLD
-0.136382,-0.098485,-0.062466,-0.051093,0.213306,HOLD
-0.059471,-0.140077,-0.115367,-0.162593,-1.491972,HOLD
-0.149643,-0.120185,-0.076342,-0.075871,-0.990113,HOLD
-0.072732,-0.12561,-0.025175,-0.085605,-1.193288,HOLD
-0.084224,-0.165394,-0.091952,-0.151974,-1.010952,HOLD
-0.153179,-0.214219,-0.117969,-0.160823,-1.010257,HOLD
-0.162019,-0.197944,-0.085014,-0.137815,-1.030054,HOLD
-0.135498,-0.196136,-0.100624,-0.173212,-0.834172,HOLD
-0.168207,-0.231399,-0.159596,-0.187371,-0.812987,HOLD
-0.18412,-0.212411,-0.119703,-0.178522,-0.817502,HOLD
-0.177048,-0.185286,-0.133579,-0.159938,-0.497284,HOLD
-0.158483,-0.224165,-0.208161,-0.180291,-0.137821,HOLD
-0.176164,-0.173532,-0.170003,-0.118347,-0.220133,HOLD
-0.113397,-0.068648,-0.078076,-0.018351,-0.143378,HOLD
-0.017922,-0.053277,0.00778,-0.035165,-0.156576,HOLD
-0.032951,-0.070456,-0.00783,-0.02897,-0.376074,HOLD
-0.027646,-0.066839,-0.030378,-0.031625,0.63459,HOLD
-0.029414,-0.034289,0.014718,-0.000653,1.570583,HOLD
0.002411,0.015441,0.016452,0.053327,0.968352,HOLD
0.053685,0.055224,0.084964,0.078105,0.95967,HOLD
0.080206,0.01092,0.111848,0.062176,-0.53653,HOLD
0.064293,0.007303,0.11445,0.062176,-0.4695,HOLD
0.063409,0.088679,0.13006,0.141819,-0.361834,HOLD
0.135015,0.113091,0.208111,0.145358,-0.371212,HOLD
0.14916,0.080541,0.19597,0.134739,-0.157618,HOLD
0.147392,0.10857,0.181227,0.165711,-1.333253,HOLD
0.158,0.08687,0.163015,0.102882,-1.258929,HOLD
0.108495,0.060649,0.123122,0.07191,-1.011299,HOLD
0.073133,0.014536,0.067619,0.01793,-0.645932,HOLD
0.020091,-0.041522,0.038133,0.010851,-0.698375,HOLD
0.015671,-0.06051,0.027726,-0.024546,-0.989071,HOLD
-0.020574,-0.076785,0.035531,-0.019236,-0.96476,HOLD
-0.013502,-0.065935,0.019054,-0.029855,-0.836603,HOLD
-0.027646,-0.077689,0.024257,-0.018351,-0.754639,HOLD
-0.014386,-0.031576,0.03293,0.02147,-0.168732,HOLD
0.022743,-0.024343,-0.013901,-0.045784,-0.280912,HOLD
-0.044443,-0.01078,-0.019104,0.044478,-0.035366,HOLD
0.044844,0.022674,0.090167,0.079874,-0.299666,HOLD
0.082858,0.039853,0.119653,0.092263,-0.572303,HOLD
0.093466,0.055224,0.117051,0.115271,-0.131222,HOLD
0.115567,0.232442,0.1396,0.274556,2.078346,HOLD
0.276461,0.206221,0.213315,0.209072,2.275617,HOLD
0.205738,0.198083,0.153475,0.101112,1.374355,HOLD
0.10319,0.051607,0.031195,-0.011272,0.48108,HOLD
-0.008198,-0.073168,-0.127509,-0.1387,-0.102396,HOLD
-0.135498,-0.122898,-0.097155,-0.070562,0.3109,HOLD
-0.066544,-0.146406,-0.039918,-0.109498,-0.197905,HOLD
-0.108093,-0.10391,-0.032113,-0.03251,0.002838,HOLD
-0.029414,-0.06051,0.038133,-0.008617,0.004575,HOLD
-0.053283,-0.040618,0.02339,0.007311,-1.295049,HOLD
0.007715,-0.063222,0.004311,-0.064367,-1.283241,HOLD
-0.062124,-0.123802,-0.011299,-0.047554,-1.117228,HOLD
-0.048863,-0.12561,-0.050325,-0.114807,-0.723729,HOLD
-0.110745,-0.170819,-0.088483,-0.164363,-0.712267,HOLD
-0.160251,-0.206986,-0.113633,-0.14578,-0.768184,HOLD
-0.143454,-0.225069,-0.134446,-0.191795,-0.880711,HOLD
-0.18412,-0.228686,-0.182144,-0.233386,-0.659477,HOLD
-0.23451,-0.273895,-0.173472,-0.215688,-0.339259,HOLD
-0.205337,-0.139173,-0.125774,-0.105073,-0.274313,HOLD
-0.103673,-0.058702,-0.08328,-0.044014,0.443224,HOLD
-0.043559,-0.059606,-0.031246,-0.044014,0.12648,HOLD
-0.042675,-0.09306,-0.009565,-0.022776,-0.017653,HOLD
-0.020574,-0.073168,-0.026909,-0.096224,-0.094755,HOLD
-0.093065,-0.047852,-0.020839,-0.035165,-0.13921,HOLD
-0.031182,0.055224,0.014718,0.117041,0.067785,HOLD
0.119103,0.213454,0.169953,0.209072,0.872148,HOLD
0.21281,0.192658,0.247137,0.212612,1.089563,HOLD
0.213694,0.181808,0.200306,0.130315,0.217127,HOLD
0.127943,0.096816,0.178625,0.13297,-0.53132,HOLD
0.135015,0.058841,0.09884,0.12589,-0.173594,HOLD
0.126175,0.295734,0.112715,0.18164,8.728238,HOLD
0.182753,0.208029,0.129193,0.159517,6.150524,HOLD
0.159768,0.225209,0.218518,0.272787,4.419545,HOLD
0.265852,0.261376,0.296569,0.236505,-1.412092,HOLD
0.235795,0.232442,0.26795,0.258628,-0.893909,HOLD
0.26762,0.284884,0.332993,0.332961,-0.564315,HOLD
0.334807,0.395193,0.378089,0.396675,0.212612,HOLD
0.397573,0.425935,0.411044,0.45331,0.599512,HOLD
0.455035,0.42051,0.463078,0.396675,0.633548,HOLD
0.396689,0.481994,0.443999,0.532952,-0.072527,HOLD
0.536366,0.47476,0.549801,0.536492,-0.505272,HOLD
0.538134,0.497365,0.473485,0.417913,0.051114,HOLD
0.42321,0.570603,0.49083,0.527643,0.691201,HOLD
0.531946,0.538957,0.488228,0.511714,1.375396,HOLD
0.511613,0.60044,0.555005,0.632063,0.672099,HOLD
0.636261,0.708037,0.697231,0.732059,0.271654,HOLD
0.735273,0.724312,0.641728,0.605516,0.270265,HOLD
0.614161,1.028114,0.655604,0.961253,1.274677,HOLD
0.964237,1.071515,1.005967,0.98957,1.939771,HOLD
0.992526,1.010031,0.769212,0.798428,2.345426,HOLD
0.797155,0.802071,0.743195,0.785154,2.766709,HOLD
0.789199,0.929559,0.796096,0.964792,0.944735,HOLD
0.966005,1.008222,1.016374,0.98603,0.464062,HOLD
0.98899,0.975672,0.992091,0.985145,0.285894,HOLD
0.98899,0.94493,0.907969,0.88338,-0.096144,HOLD
0.884674,0.903338,0.864608,0.938245,0.482122,HOLD
0.9386,0.94493,0.924447,0.977181,0.696063,HOLD
0.98015,0.952164,0.998162,0.961253,-1.411744,HOLD
0.965121,0.928655,0.971277,0.936475,-1.174881,HOLD
0.937716,0.926847,0.969543,0.977181,-1.073467,HOLD
0.978382,0.930464,0.894093,0.840019,-0.488949,HOLD
0.840473,0.812921,0.858537,0.849753,-0.146851,HOLD
0.856385,0.864459,0.889757,0.901078,-0.72095,HOLD
0.904123,0.927751,0.923579,0.882495,-0.150672,HOLD
0.884674,0.864459,0.921845,0.893999,-0.51847,HOLD
0.893515,0.914188,0.951331,0.904618,-0.44241,HOLD
0.920036,1.127573,0.976481,1.154165,0.664459,HOLD
1.158724,1.275858,1.169007,1.222303,1.54523,HOLD
1.222374,1.187249,1.085752,1.059479,0.591177,HOLD
1.057945,1.129382,1.112637,1.157704,0.01673,HOLD
1.160492,1.143848,1.130848,1.166554,-0.244097,HOLD
1.170217,1.314737,1.219306,1.355041,0.278253,HOLD
1.352327,1.376221,1.273075,1.260355,0.676267,HOLD
